FeatureID	13L.N1	13N.N1	14L.N1	14L.N13	14R.N1	15L.N1	15L.N13	16R.N1	16R.N13	17N.N1	17N.N13	17R.N1	18L.N1	18L.N13	18R.N13	19R.N1	20N.N1	20N.N13
126	13100000	6274875.269	1236465.235	2223290.704	751194.9925	6267593.341	8729478.397	3053921.294	4165387.876	343943.3933	325903.2183	432542.596	229307.5175	295255.5829	124384.8607	1723295.686	222156.6168	234910.9599
127	13800000	17800000	4081157.792	18400000	4529252.399	13300000	28700000	6615285.026	12900000	4069445.357	6979126.755	9927723.804	9400787.34	8229210.003	7869997.725	1.1e+07	11600000	17700000
128	941929.9857	753412.6162	1794185.193	3147580.488	1122296.088	1287639.235	235048.5875	1713062.497	2398603.568	717824.1039	646784.823	1132160.44	867230.8693	580170.3035	197715.1731	942430.7185	1766930.424	1090572.963
129	1339233.673	1329636.905	1373637.462	1345608.572	1425434.066	1320850.319	1306780.361	1369742.611	1374819.22	1290477.871	1355834.524	1392513.708	1380510.333	1330407.769	1331267.814	1331450.732	1392737.802	1366859.419
130	577330.3117	537469.1221	61495.51577	282837.8425	159262.4708	817369.4443	279153.3693	80489.41901	205673.0902	228335.0476	296445.5445	493878.4006	723578.6765	100986.2975	62816.9289	218721.6749	760403.0271	568044.0154
131	2299073.662	2607348.227	958055.2305	3051715.513	592746.3235	1820764.302	1699468.218	678449.6634	1997915.731	256915.6543	790324.9492	838455.7056	1164804.971	1084532.807	1583391.949	844335.9097	981858.8648	2015569.242
132	3014916.36	3079820.699	423770.1549	1779988.528	325339.6844	1936103.842	181821.996	470987.6182	1380334.155	555747.0141	478260.5077	1376772.418	716376.6618	320475.3108	153849.2474	600560.3045	1516647.642	769387.8326
133	3879923.006	3948660.661	1832770.534	6129973.106	1792028.942	4432804.526	5218278.646	2177170.315	6070621.657	1254581.949	2639886.103	2089609.479	2221896.973	2298995.953	2613399.691	1840120.915	1923308.252	4218907.823
134	585364.0548	492362.7312	664807.177	3343450.98	1843445.175	435048.8822	644196.0318	1237575.474	1235745.073	2148893.571	2329499.501	1352825.906	5295858.835	578494.3612	2627820.567	2802709.233	530300.0221	1850173.37
135	2534596.524	1596712.953	4870308.025	4963656.429	10400000	4830679.65	3703632.601	7671371.724	4146815.08	14800000	6317479.965	5373514.105	10600000	4544829.501	4005794.862	2212855.125	3593042.044	10500000
136	1925733.623	1917771.453	1825074.21	1805104.885	1853154.959	1770203.605	1774999	1792467.996	1858548.275	1873832.428	1848552.997	1813679.819	1792790.836	1805015.149	1913708.174	1811255.678	1773194.934	1792387.791
137	436511.6453	567853.8316	383919.9248	514517.5158	544418.8702	489635.1711	381109.201	501516.7301	519681.5415	470128.1272	654088.9368	538352.5395	542730.7224	438745.4227	457447.7315	515035.8433	619283.8014	661137.8475
138	606236.8207	76684.19698	6968.067404	42642.10877	573640.3951	1581376.482	7524118.645	334061.6368	4068373.546	249545.0708	1666228.376	241416.2049	973136.9229	1073677.668	2224758.936	170611.3769	104409.6932	205623.9843
139	547703.3199	382224.1471	48752.25452	87223.77463	51032.99774	166421.3955	86519.83323	130489.598	239512.2495	75965.77311	69762.32837	84595.08424	60667.91086	38833.86545	29171.67667	126420.4562	56989.4693	73754.25974
140	22800000	16800000	4404136.918	4834115.862	2067107.556	19600000	5483933.646	4498352.435	3244597.868	1967736.056	990544.8482	6101034.214	4888240.834	1362329.74	1087682.168	11200000	4408424.887	2233014.376
141	148864.6601	297356.3452	355398.6075	1381451.894	854939.5059	255154.5129	478081.5269	515536.7686	471466.5975	996629.2076	1425285.384	701089.6484	2501610.282	321782.6466	2052331.949	1822178.846	401962.9055	817001.6057
142	1879667.07	1881417.91	1738715.531	1764490.42	1785954.689	1760004.712	1680523.208	1730006.565	1774600.626	1776463.903	1759936.935	1767197.678	1682321.144	1761926.607	1756661.695	1745547.829	1696212.097	1716132.682
143	740564.665	627814.605	109991.8112	330439.3933	51222.90061	507113.9862	552549.7519	192732.3122	470222.6809	345286.6924	402997.5569	474618.3166	298320.7313	249241.577	291130.3235	205022.2283	160281.4509	257259.8509
144	1877007.605	2136668.156	1960131.204	2043887.432	2032463.17	1872567.826	1924965.49	1869447.917	1893109.382	1703974.455	1718614.821	1990771.693	2001729.975	1764949.412	1944565.992	1784742.45	1814282.568	2029101.954
145	3.1e+07	47600000	4033902.761	11600000	2687336.143	36700000	15700000	7956608.487	23900000	6557976.834	8333692.917	12400000	5269626.256	5465479.108	1363356.718	8589637.209	5769599.095	15700000
146	807135.448	1104877.757	356655.704	554746.9512	411610.4343	957249.5275	402864.6948	541074.0922	915920.1833	1634418.746	1931594.621	1899226.585	612764.7372	446458.9136	1347917.206	914225.0986	168864.1593	263632.9651
147	14900000	1755641.576	155664.1131	621649.2838	199672.9786	7851363.778	1153413.345	4721106.621	8931055.575	4062673.198	3194373.655	1007664.395	388905.1515	177690.3916	252773.0791	3479370.436	702056.5159	891255.579
148	1644227.296	1555814.461	1687188.045	1592255.294	1670866.173	1600398.641	1624728.521	1646684.879	1630031.12	1670639.868	1707264.276	1657379.855	1651177.543	1566797.421	1743458.298	1578219.015	1583015.833	1568015.472
149	1247236.19	869318.8537	87143.34291	283970.1393	131055.7007	487327.6257	284483.3848	257891.1893	247863.7309	347748.4177	271008.1259	444911.7974	205940.36	238400.3511	214474.4367	739113.7568	469195.28	495167.4949
150	3733820.247	1976716.412	2035749.66	3754066.779	3949574.592	3871405.823	3628279.99	3892591.763	2110419.094	2108487.826	3840733.678	2043214.183	1992422.393	3810566.851	2006902.938	3835765.268	3819037.287	3822531.984
151	1310677.726	1282251.961	1246851.883	1244058.842	1245429.49	1319705.99	1333663.401	1233289.173	1289152.883	1203015.665	1311424.463	1308367.669	1281536.852	1195674.482	1278538.702	1340199.43	1372285.74	1290288.027
152	3374606.875	2022927.119	622532.7354	1549086.546	490242.1861	1165285.664	543037.2908	2188788.783	2345762.914	847824.5528	967223.8242	1242769.652	950194.0039	351286.5288	197616.0219	1687702.498	654164.6064	687288.3746
153	1536831.766	750488.6635	585079.2706	4908305.939	285429.3214	785147.4278	714044.8988	699770.3038	1810644.752	285756.9743	1246324.091	497521.9103	734134.8153	312970.7438	246659.5549	585078.1335	239701.4729	936231.1765
154	1786248.55	1854621.128	3182691.109	1898752.155	1834178.88	6734401.676	53430.47772	3757544.985	187919.6746	4614455.217	41796.50219	3191259.395	7991889.601	353122.9465	814.0273404	1001442.292	5173883.764	175902.9357
155	16998.88129	3013.629846	569.1572433	2268.315541	690468.8154	1870835.822	8089997.047	191298.2932	3009592.373	181187.8652	1094485.119	493207.957	924872.0457	705843.5918	3619249.026	89513.78704	32897.72451	101348.3493
156	373628.0217	1041788.098	922612.4597	952954.9033	1000555.475	977444.4462	977404.8938	987562.8774	994072.2026	992918.4325	1152887.207	1040621.397	1057196.943	997123.6016	967683.2716	1027400.85	1057707.279	1080348.581
157	11600000	12200000	14600000	16600000	14500000	13100000	9576443.842	14900000	12600000	10900000	9410019.576	9743326.921	11600000	11400000	8853125.125	10200000	9568569.66	9927863.934
158	330779.9886	131230.0318	309973.3018	75046.81982	440312.7024	400732.9972	682472.0909	329017.5876	412204.579	256208.8031	405824.619	236933.5765	353164.8499	380561.964	171021.529	404670.6568	193083.4824	103363.5281
159	134399.7365	156509.931	234245.7613	207821.6453	366741.9645	571833.912	483559.7114	128143.1386	221936.0067	417977.5946	411832.2667	983016.5455	949174.6121	614516.2514	366600.5158	1405298.016	668391.0278	312635.6598
160	1724400.904	1738941.596	1765355.636	1954122.055	1854652.482	1760498.555	2250260.89	1867843.26	1832426.26	1028930.825	1794901.572	1856371.524	1849083.09	1755024.998	1372636.003	1802313.373	1826406.797	1899767.623
161	18700000	1.7e+07	4831731.235	14200000	3025238.261	12900000	9403236.422	4131822.208	7436758.709	5192797.486	2991901.785	7245727.125	4825013.492	4759127.246	5540908.512	10500000	10100000	8915264.348
162	219670.3513	149212.0487	35103.62229	132520.3369	25648.70506	278416.21	302186.8691	120155.8905	307008.1159	133032.7721	233353.8992	261408.0094	160809.92	139941.8856	359603.9881	324038.0115	344845.0739	473494.9261
163	980268.2471	1516050.165	486474.6294	2210330.929	575063.1999	1207644.601	5861932.437	2748362.147	2126722.106	260053.1683	194879.3658	631289.489	574856.4555	543925.2753	889107.4963	285697.4806	279867.4936	1221251.164
164	4750651.783	2119436.416	186620.1009	1053561.976	243196.1302	1386013.744	689516.9453	579040.8651	1178023.686	732665.0514	1157710.603	1294403.237	513014.7387	518797.9424	141284.4598	926252.2267	713645.1048	1296214.489
165	2049001.934	1734157.412	331107.7026	1146327.755	228749.0078	1653489.981	1765911.71	419956.638	1620726.163	532132.7668	795659.0164	1060061.509	442674.5119	483544.4225	191888.1003	531321.6444	517457.2281	1573911.64
166	915603.0623	894246.6872	934995.8376	990350.4507	972646.911	977190.0109	967576.2367	942763.3729	1068283.735	1013303.455	1041473.269	1003290.676	933896.3737	1044976.649	1084147.459	1043492.035	1030214.11	979478.77
167	1579603.519	1528761.834	633141.3544	2146876.72	640231.2755	1576632.865	1629595.513	799097.2804	2062225.514	475249.8869	867936.8419	749990.3339	776593.9731	775812.1519	772309.0548	753442.3965	677040.5627	1483771.679
168	6031408.343	4172533.804	742894.9264	2260780.002	487318.8472	3843715.639	3048364.986	1469774.725	3562999.591	1315174.461	1706590.353	2531779.878	935414.6016	1042477.005	323748.3008	1571931.915	1126712.671	3112226.677
169	19400000	13200000	1040954.697	7030795.595	672985.9712	11700000	7826340.863	6865164.219	10300000	5002976.832	4698393.57	6687217.516	1116416.898	1064269.387	651301.1972	4548011.498	3898476.248	5924142.329
170	471070.0853	490212.3591	150039.1684	388759.11	244715.2745	554592.7807	280426.1819	353171.3266	500667.1754	896719.7572	1067241.137	1030148.416	417114.2551	302023.3912	732047.33	497967.2603	142890.6193	165755.7618
171	7757520.603	7476287.956	7845234.589	7726091.051	7895690.164	7548147.452	7625863.558	7787255.386	7745441.875	7900969.422	7959436.35	7782627.278	7821705.634	7596188.418	7998621.521	7557520.026	7600035.195	7546435.437
172	216483.6731	28818.28579	119948.1689	2302.585716	2307565.09	5710631.126	75338.96927	2510520.232	539970.9456	989375.2319	187891.1096	2131537.066	3037047.779	827525.5314	2917943.195	15700000	1194087.801	224795.9161
173	10800000	5742458.362	2906447.652	3816823.849	2091404.76	5059031.528	1203161.763	3339083.715	2270894.685	1492757.208	533605.4346	2997694.071	3151400.545	2321128.191	122517.1629	3302636.499	1529840.868	790789.0561
174	2674443.467	1714539.978	436112.8013	1259367.648	393634.2988	3540142.088	1095178.212	1468755.025	3664618.257	149409.6272	603583.7963	1906743.438	841152.8878	697822.9209	564647.5769	403586.2059	1455686.275	905858.1086
175	557010.7775	601980.3751	620963.8065	574897.9782	773082.1337	656306.9779	639380.6028	732602.9708	823536.6125	838133.4854	752876.2624	659740.9853	721373.6881	669671.9231	772389.499	576731.378	618189.8281	820609.828
176	1332538.31	1441057.225	511594.02	1008162.865	95486.85723	950149.6729	669586.2074	620458.9048	1164907.913	350773.9107	660674.4496	577375.8225	631584.9724	526566.5299	1086167.56	780406.2458	594561.4656	698881.4346
177	1443114.946	2361692.068	1092602.823	1353666.3	1525467.711	1584902.403	1638137.022	1707716.13	1668340.97	1282082.803	2672295.514	1631903.052	1859180.384	1299049.032	1518686.485	1633613.528	1764426.939	1859825.319
178	778526.5121	1687418.251	272800.1126	1788316.781	420050.2593	1501279.188	313491.8335	1051438.182	1514073.081	920303.1667	1083354.92	1224501.616	308818.3205	314512.9959	876238.3259	495989.0619	241650.2057	338031.041
179	31100000	60800000	30500000	79600000	20300000	58800000	1.04e+08	23600000	69600000	22300000	21800000	46300000	47100000	32200000	17500000	22900000	3.2e+07	7.2e+07
180	772851.1958	797298.8431	325055.9973	289522.469	230630.8129	1301886.528	1207787.898	661818.0208	1078928.174	1247966.641	979627.0482	2151973.542	599890.8044	642889.0791	104401.0787	1140663.666	608812.3161	1298901.116
181	121012.7589	22278.25793	21752.54979	4331.596737	2758304.987	3456994.671	9401024.987	513244.3591	4049097.848	1121834.911	1357816.783	1010225.064	3583508.059	1347043.659	1200398.746	1239581.152	1092950.871	187305.0816
182	9759112.367	8528764.461	9685196.188	65500000	10900000	22800000	14100000	12500000	34100000	2380815.602	7392025.882	4631573.011	9504585.022	19600000	35700000	3724652.472	3154185.321	6482111.283
183	1621484.329	1136190.486	445575.0605	880348.3361	367978.4663	629753.6733	367250.6598	1260280.294	1208988.318	430067.4674	538785.7225	715364.9092	571525.2681	272955.5907	119720.7304	894650.2646	424031.7217	418085.2486
184	1333582.399	1292080.057	274299.4408	782277.467	251956.7187	1027016.706	420609.865	616856.3107	1742026.053	518182.9911	679818.8342	562791.331	309687.662	219666.1241	162744.4619	611283.0042	270970.2788	509355.1686
185	75600000	65300000	18400000	37400000	10200000	48800000	25700000	12700000	16600000	9700186.895	6381703.251	21500000	1.6e+07	12500000	6358411.833	28600000	17800000	13600000
186	6954008.307	1331631.216	2064264.395	2220734.312	1877900.238	3283382.89	1478658.368	2332706.079	2237245.369	421174.5779	425945.1726	503755.2912	1097509.983	628390.4541	377459.3473	4120671.556	560020.632	361542.6821
187	178010.9288	261998.2549	866709.0525	155300.7781	962382.9383	965190.6057	160335.2695	934062.7007	980891.313	1157750.255	1144288.913	973209.6002	179196.12	332050.4831	1160618.214	1042712.924	928900.0451	245032.4961
188	1366483.2	1411346.774	1349608.916	1389569.76	1443112.459	1455809.283	1451294.054	1467310.947	1473288.691	1504072.957	1448251.546	1419794.774	1435636.655	1400516.226	1481677.461	1562284.048	1430726.001	1364768.061
189	3682328.966	3767391.499	848984.4233	1680122.485	500297.5178	784639.0917	196821.8928	530875.6479	460208.126	372188.6666	267524.0813	891767.2781	771756.1835	621631.2618	504785.7324	1806248.593	1152228.247	762540.5532
190	627154.2125	549799.2383	88835.34403	277712.6277	43005.41816	417506.1368	436658.8077	156585.9269	460891.4646	179863.7661	333416.7715	392901.3333	256442.3311	122398.7532	258351.6003	184098.6338	72339.3046	197882.9306
191	697262.903	652557.0727	125991.682	418288.2386	86468.30575	566531.0549	587965.0692	191653.3265	561688.7809	234423.6752	333341.9431	381578.6569	197974.0818	213549.1961	72347.34789	83097.34607	188346.5569	579101.5519
192	5605093.388	5613660.597	5894746.681	5855972.921	5827838.819	5918940.161	5943079.302	5789161.028	6359596.057	5890990.058	6263384.399	5956676.259	5707873.18	6034314.696	6244199.433	6254166.808	6020683.982	5966113.397
193	2437684.989	2780674.512	2560175.198	2583256.421	2736940.454	2523366.334	2474095.616	2741304.016	2786887.005	2678843.942	3169291.073	2715697.151	2861744.02	2753705.71	2578433.834	2678937.48	2808618.082	2891047.552
194	8081087.184	8210021.891	7487524.042	7066125.679	8675272.75	8910548.164	6486949.966	6949040.108	8441326.753	7551968.996	5859333.123	6722180.5	8878368.554	8668064.528	5548422.235	7159386.007	6164760.433	6423182.023
195	22500000	17300000	2993262.811	8812898.658	1947106.201	14900000	12100000	5759349.413	1.3e+07	4796567.766	6243970.921	9609240.448	4112192.432	4125702.036	1109893.577	6445836.426	4151908.033	12200000
196	470280.2833	534521.1759	528096.2768	351765.8244	527547.0626	431485.6545	591056.6633	650841.9512	656216.4718	677075.6364	533067.6571	597565.0435	648463.357	587973.9545	661905.2449	262818.9268	428948.1004	669157.7671
197	6538378.93	6034601.213	1287312.128	4167826.618	707394.5378	4958630.138	3220211.464	1250409.011	2465099.504	1611729.903	939874.2872	2361867.637	1409090.246	1470508.844	1904723.425	3911695.664	3060162.938	2402035.802
198	856009.6067	2487600.448	210120.2596	863690.1794	100126.3798	526788.0633	444299.8621	434395.7828	1236761.752	461534.1405	323819.001	1038190.915	374202.0118	494246.7245	139145.2253	252862.9968	601886.9931	659571.4742
199	895900.551	833574.0415	870076.7377	879783.7693	909720.0458	976930.4339	928720.9305	901743.7958	984962.2391	949059.3519	981967.1004	969946.6626	860919.4411	1000206.171	1007443.301	994211.7709	949232.5386	849441.2776
200	324258.2366	344529.0403	287711.4844	728667.9208	264560.2282	354629.1028	231509.9346	194100.5999	548479.1797	122330.8107	257298.1174	166728.7231	242416.5986	132451.3137	243324.0822	139180.7307	153478.6449	176686.9393
201	4683045.997	5488232.252	2398802.036	5710519.021	1289381.832	3750552.746	3722776.103	1783820.038	5332511.036	1085502.317	1200788.002	1739078.525	2645628.46	2567820.639	3310098.787	1954301.524	2125495.953	4131263.629
202	4892867.697	3580863.449	322349.973	1502952.885	128220.1713	3067788.774	2297789.658	858098.9097	2345297.691	788970.1089	1001920.635	1765605.148	550788.6182	546918.1924	232804.5522	1208173.497	797973.7522	1976855.595
203	11300000	18700000	2795594.056	8279992.845	3023260.308	4225215.466	2339900.116	4483496.425	6189711.625	775559.1116	2384339.858	1581878.65	665200.0034	1508643.559	397440.853	2819988.388	1420448.382	4164093.559
204	6120103.876	6782181.427	6188028.203	6401088.518	5792532.904	5858163.534	5818322.805	6137901.887	6407194.341	5398187.019	5851360.756	5722273.751	6196732.909	5740583.107	5410901.452	5897015.474	5978573.808	6341485.765
205	1484282.133	1722380.327	1040465.963	2084392.726	507053.7222	1420722.066	1456279.718	715560.7006	2052252.831	319515.5216	269434.0399	531941.389	1151442.764	1198117.721	2047504.826	498680.0965	599949.3544	784678.4199
206	70800000	1.43e+08	64700000	1.71e+08	43600000	1.25e+08	2.27e+08	54300000	1.52e+08	4.9e+07	47300000	98500000	1.02e+08	70400000	37200000	49900000	68800000	1.59e+08
207	1887185.741	2505266.953	752354.1047	2268636.963	693336.6064	487855.7428	883237.7455	380523.6963	836596.7977	296091.792	805541.8498	363559.4836	711375.1334	1103243.192	1750258.047	217867.4411	99743.15647	150386.6426
208	1748384.876	1838633.01	591824.8598	1113986.805	538434.8077	2852243.248	2646744.229	1440461.499	2500307.822	2705265.383	2159456.832	4876437.367	1098033.242	1284767.196	251552.2341	2447802.338	1686232.772	3117966.278
209	5394343.696	2408049.202	1795611.076	3781793.698	2068879.432	1730970.001	297867.9607	2212102.548	2467368.329	777149.7746	1288772.313	696581.3326	823813.4623	829710.6958	625713.0201	2600967.712	1141972.921	1063036.521
210	895292.7112	829057.8785	866345.6035	6075461.179	938337.5866	2060773.506	1519076.492	1244351.765	3279083.223	264098.7552	713438.5408	484058.0983	959328.8256	2026598.5	3391412.639	413175.4646	205228.034	605821.1052
